X_global,Y_global,Z_global
279.67,0.0,-656.591
415.34796126262455,0.0,-502.0020962249157
414.8001289718776,66.56119747602294,-502.6262859790294
402.5891977640492,135.38596804590432,-516.5391901229625
373.87752797063433,196.57010244449128,-549.2527238288886
330.9535786971019,239.27381934241868,-598.1594600603433
279.67,254.92647896021592,-656.591
228.20098252125416,240.13902116072845,-715.2338253813376
184.80900574174552,197.93360213361976,-764.6738233040215
155.56555256065957,136.6914286865882,-797.9932609473362
142.99590441480638,67.32171082287772,-812.3148803881293
142.40204650445355,2.548431164549401e-14,-812.9915108630072
142.99590441480635,-67.32171082287766,-812.3148803881293
155.5655525606596,-136.69142868658827,-797.9932609473361
184.8090057417455,-197.93360213361976,-764.6738233040215
228.20098252125416,-240.13902116072845,-715.2338253813376
279.66999999999996,-254.92647896021592,-656.591
330.9535786971018,-239.27381934241873,-598.1594600603433
373.87752797063433,-196.57010244449128,-549.2527238288886
402.5891977640491,-135.38596804590438,-516.5391901229625
414.8001289718776,-66.56119747602301,-502.6262859790294
