X_global,Y_global,Z_global
536.748,0.0,-799.26
601.576038137426,0.0,-627.7533005065345
601.576038137426,59.5740263042054,-627.7533005065345
599.6791367255745,129.31373405527185,-632.7716738795111
587.7423261452141,198.50838308371632,-664.351265734141
565.436594017935,249.71881276729292,-723.3624992504984
536.748,268.650000000007,-799.26
508.05940598204535,249.71881276746413,-875.1575007495536
485.75367385476625,198.5083830837934,-934.1687342659114
473.81686327436387,129.31373405539875,-965.7483261206523
471.9199618625451,59.574026304231964,-970.7666994935419
471.9199618625452,2.2453899062339765e-14,-970.7666994935416
471.9199618625451,-59.57402630423192,-970.7666994935419
473.81686327436387,-129.3137340553988,-965.7483261206522
485.75367385476625,-198.50838308379338,-934.1687342659114
508.05940598204535,-249.71881276746413,-875.1575007495536
536.748,-268.650000000007,-799.26
565.436594017935,-249.71881276729295,-723.3624992504986
587.7423261452141,-198.50838308371632,-664.351265734141
599.6791367255745,-129.31373405527188,-632.7716738795111
601.576038137426,-59.574026304205454,-627.7533005065345
