X_global,Y_global,Z_global
0.0,0.0,0.0
202.00000000000006,0.0,0.0
192.11341629162104,62.42143286373938,0.0
163.42143286373937,118.73262096307957,0.0
118.73262096307957,163.4214328637394,0.0
62.42143286373939,192.11341629162104,0.0
1.236893267138827e-14,202.00000000000003,0.0
-62.42143286373942,192.11341629162104,0.0
-118.73262096307954,163.42143286373937,0.0
-163.4214328637394,118.73262096307963,0.0
-192.11341629162106,62.42143286373942,0.0
-202.0,2.473786534277653e-14,0.0
-192.11341629162106,-62.421432863739355,0.0
-163.42143286373937,-118.73262096307963,0.0
-118.7326209630796,-163.42143286373937,0.0
-62.42143286373942,-192.11341629162104,0.0
-3.7106798014164807e-14,-202.00000000000003,0.0
62.42143286373935,-192.11341629162106,0.0
118.73262096307954,-163.42143286373943,0.0
163.42143286373937,-118.73262096307961,0.0
192.11341629162104,-62.42143286373944,0.0
