X_global,Y_global,Z_global
1138.74,0.0,-831.448
1119.1473457156126,0.0,-679.7480016545175
1119.1473457156126,49.69971673570775,-679.7480016545175
1119.1473457156126,111.13194508352647,-679.7480016545175
1120.728285860004,193.54350630545196,-691.9887432001697
1127.8898379521754,260.7022536670623,-747.4384757766893
1138.74,286.3099999999964,-831.448
1149.5901620478257,260.70225366708803,-915.4575242233191
1156.7517141400026,193.54350630552406,-970.9072567998822
1158.3326542843956,111.13194508357236,-983.1479983455451
1158.3326542843956,49.69971673572832,-983.1479983455453
1158.3326542843956,1.8732197439736427e-14,-983.1479983455454
1158.3326542843956,-49.69971673572829,-983.1479983455453
1158.3326542843956,-111.13194508357238,-983.1479983455451
1156.7517141400026,-193.54350630552406,-970.9072567998824
1149.5901620478257,-260.70225366708803,-915.4575242233191
1138.74,-286.3099999999964,-831.448
1127.8898379521754,-260.70225366706234,-747.4384757766893
1120.728285860004,-193.54350630545198,-691.9887432001697
1119.1473457156126,-111.13194508352652,-679.7480016545175
1119.1473457156126,-49.699716735707796,-679.7480016545175
