X_global,Y_global,Z_global
5.333,0.0,-144.623
215.62243230606742,0.0,-109.21230725915359
205.32637209273366,65.89663422680844,-110.9460635428501
175.4607502919871,125.34522407399778,-115.97514344241121
128.937584608719,172.5222565473214,-123.80919153163687
70.31600626051357,202.81279567213718,-133.68049450729222
5.333000000000013,213.2491839262272,-144.623
-59.64992508174403,202.8125423121566,-155.56549182299344
-118.2718794088022,172.52266801729843,-165.43685810982655
-164.79392327062808,125.34461474849167,-173.2707172952449
-194.6622394207318,65.8972495003487,-178.30025089700194
-204.95643230608363,2.6115592991817813e-14,-180.03369274084912
-194.6622394207318,-65.89724950034866,-178.30025089700194
-164.79392327062806,-125.3446147484917,-173.2707172952449
-118.27187940880226,-172.52266801729837,-165.43685810982657
-59.64992508174403,-202.8125423121566,-155.56549182299344
5.332999999999962,-213.2491839262272,-144.623
70.31600626051352,-202.8127956721372,-133.68049450729222
128.93758460871894,-172.5222565473214,-123.80919153163688
175.460750291987,-125.34522407399778,-115.97514344241122
205.32637209273366,-65.8966342268085,-110.9460635428501
