X_global,Y_global,Z_global
1458.53,0.0,-761.29
1418.1627010708517,0.0,-612.7369630830766
1418.1627010708517,50.018138038173845,-612.7369630830765
1418.1627010708517,111.84395676132459,-612.7369630830767
1421.1385506381926,196.26056751587942,-623.6881909918923
1435.8921202852841,265.6938493976906,-677.9818305115339
1458.53,292.1899999999718,-761.29
1481.1678797147047,265.69384939755855,-844.5981694884247
1495.9214493618265,196.26056751597912,-898.8918090081775
1498.8972989291667,111.8439567613757,-909.8430369169911
1498.8972989291667,50.01813803819669,-909.8430369169912
1498.8972989291667,1.8852212826113204e-14,-909.8430369169912
1498.8972989291667,-50.01813803819665,-909.8430369169912
1498.8972989291667,-111.84395676137572,-909.8430369169911
1495.9214493618265,-196.26056751597906,-898.8918090081775
1481.1678797147047,-265.69384939755855,-844.5981694884247
1458.53,-292.1899999999718,-761.29
1435.8921202852841,-265.6938493976906,-677.9818305115339
1421.1385506381926,-196.26056751587947,-623.6881909918924
1418.1627010708517,-111.84395676132462,-612.7369630830767
1418.1627010708517,-50.01813803817389,-612.7369630830765
