X_global,Y_global,Z_global
1780.247,0.0,-673.92
1736.0483427396377,0.0,-511.16983956540076
1736.0483427396377,54.796082171301286,-511.1698395654009
1736.0483427396377,122.52776463569388,-511.169839565401
1740.5377929828187,208.54249617394464,-527.7010826535505
1756.9293190357894,273.8253877163644,-588.058651418005
1780.247,294.145,-673.92
1803.5652955279515,273.8326046928229,-759.7836115545285
1819.9566452800404,208.54479781725257,-820.1405311364383
1824.4456572603312,122.52776463560753,-836.6701604344842
1824.4456572603312,54.79608217126267,-836.6701604344843
1824.4456572603312,2.065305594424472e-14,-836.6701604344843
1824.4456572603312,-54.79608217126262,-836.6701604344843
1824.4456572603312,-122.52776463560753,-836.6701604344842
1819.9566452800404,-208.54479781725246,-820.1405311364383
1803.5652955279515,-273.8326046928229,-759.7836115545285
1780.247,-294.145,-673.92
1756.9293190357894,-273.8253877163644,-588.0586514180051
1740.5377929828187,-208.54249617394473,-527.7010826535505
1736.0483427396377,-122.52776463569388,-511.16983956540105
1736.0483427396377,-54.79608217130134,-511.1698395654008
