X_global,Y_global,Z_global
407.779,0.0,-737.83
507.60841377405006,0.0,-570.181848965
507.60841377404995,63.398331128901944,-570.1818489650001
501.9017835361741,133.65926527412643,-579.7652570193204
481.88875445153417,199.3689860275885,-613.3740622382259
448.7661572292242,246.55568776922888,-668.9983714660214
407.779,263.760000000014,-737.83
366.7918427707501,246.55568776938352,-806.6616285340219
333.66924554847884,199.36898602755343,-862.2859377617523
313.6562164636464,133.65926527438143,-895.8947429809812
307.94958622595004,63.39833112890194,-905.4781510349999
307.94958622595004,2.3895308344939494e-14,-905.4781510349999
307.94958622595004,-63.39833112890189,-905.478151035
313.6562164636464,-133.65926527438145,-895.8947429809812
333.6692455484788,-199.36898602755343,-862.2859377617524
366.7918427707501,-246.55568776938352,-806.6616285340219
407.779,-263.760000000014,-737.83
448.7661572292241,-246.5556877692289,-668.9983714660215
481.88875445153417,-199.36898602758856,-613.3740622382259
501.9017835361741,-133.65926527412648,-579.7652570193204
507.60841377404995,-63.398331128902,-570.1818489650001
