X_global,Y_global,Z_global
2101.965,0.0,-586.55
2053.782710907702,0.0,-409.13114236996097
2053.782710907702,59.734861553869585,-409.13114236996097
2053.782710907702,133.57121106099106,-409.131142369961
2060.01487573949,220.31121458425247,-432.07948263872356
2078.0843909267346,280.43599397622336,-498.6158137853897
2101.965,294.15500000000003,-586.55
2125.8456090732557,280.4359939761073,-674.4841862145738
2143.9151242604908,220.31121458415132,-741.0205173612054
2150.1356912854903,133.53905955615096,-763.9261516965183
2150.1472890923064,59.73486155387949,-763.9688576300683
2150.1472890923064,2.2514519078902244e-14,-763.9688576300686
2150.1472890923064,-59.73486155387945,-763.9688576300683
2150.1356912854903,-133.539059556151,-763.9261516965183
2143.9151242604908,-220.3112145841513,-741.0205173612055
2125.8456090732557,-280.4359939761073,-674.4841862145738
2101.965,-294.15500000000003,-586.55
2078.0843909267346,-280.4359939762234,-498.6158137853898
2060.01487573949,-220.3112145842525,-432.0794826387236
2053.782710907702,-133.57121106099112,-409.131142369961
2053.782710907702,-59.73486155386964,-409.13114236996097
