X_global,Y_global,Z_global
672.528,0.0,-835.133
704.3604752055501,0.0,-667.5189623355001
704.3604752055501,55.4345493742089,-667.5189623355001
704.157529677885,123.16515233381388,-668.5875729005984
699.219232797468,196.8981637385582,-694.5901967609132
687.887839535804,253.36388724830346,-754.255697627169
672.528,274.53999999999303,-835.133
657.1681604641956,253.36388724831158,-916.0103023728338
645.8367672025518,196.8981637384133,-975.6758032389835
640.8984703221232,123.16515233378209,-1001.6784270993586
640.69552479445,55.434549374208956,-1002.7470376645001
640.69552479445,2.0893699040220108e-14,-1002.7470376645
640.69552479445,-55.43454937420891,-1002.7470376645001
640.8984703221232,-123.1651523337821,-1001.6784270993586
645.8367672025518,-196.89816373841327,-975.6758032389836
657.1681604641956,-253.36388724831158,-916.0103023728338
672.528,-274.53999999999303,-835.133
687.887839535804,-253.3638872483035,-754.255697627169
699.219232797468,-196.8981637385582,-694.5901967609132
704.157529677885,-123.16515233381394,-668.5875729005984
704.3604752055501,-55.434549374208956,-667.5189623355001
