X_global,Y_global,Z_global
4281.578,0.0,12.828
4259.579125786816,0.0,298.7090756460289
4260.03635663541,91.22667825873462,292.7672421891006
4261.607532989386,189.1107657595025,272.3493979961996
4266.575463417125,269.1352884299072,207.7898536916227
4274.245063912892,294.1500000000001,108.1214061948447
4281.578,294.15,12.828000000000017
4288.910936087109,294.1500000000001,-82.46540619484472
4297.691693415507,289.0686852251155,-196.57362490199142
4304.925558038304,221.0902016908872,-290.5795717246554
4306.956999087153,107.47749115827189,-316.97867499368965
4306.956999087153,4.050907564342218e-14,-316.97867499368965
4306.956999087153,-107.47749115827182,-316.9786749936897
4304.925558038304,-221.09020169088723,-290.57957172465535
4297.691693415507,-289.0686852251154,-196.57362490199154
4288.910936087109,-294.1500000000001,-82.46540619484472
4281.578,-294.15,12.827999999999946
4274.245063912892,-294.15000000000015,108.12140619484461
4266.575463417125,-269.13528842990723,207.78985369162265
4261.607532989386,-189.11076575950258,272.34939799619957
4260.03635663541,-91.22667825873471,292.7672421891006
