X_global,Y_global,Z_global
36.791,0.0,-289.331
245.60162111223684,0.0,-216.94919585615264
235.39321921225135,68.29671715866608,-220.48782115696656
205.80080509950056,129.96087743587282,-230.7456917147168
159.6591454819593,178.98554388751305,-246.7401682002485
101.43638314747196,210.57226494226273,-266.9224202215355
36.79100000000001,221.59914727874082,-289.331
-27.965131040109412,210.93300894987496,-311.77796926378636
-86.47790533799939,179.56934223915454,-332.060750602129
-132.97791079741452,130.54459530069965,-348.17944355904575
-162.86039802301465,68.65751609017748,-358.5378646306052
-173.1664636457838,2.7213340934668742e-14,-362.1103439394999
-162.86039802301465,-68.65751609017744,-358.5378646306052
-132.97791079741452,-130.54459530069968,-348.17944355904575
-86.47790533799943,-179.5693422391545,-332.060750602129
-27.965131040109412,-210.93300894987496,-311.77796926378636
36.79099999999996,-221.59914727874082,-289.331
101.4363831474719,-210.5722649422628,-266.9224202215355
159.65914548195929,-178.98554388751305,-246.7401682002485
205.80080509950056,-129.96087743587287,-230.7456917147168
235.39321921225135,-68.29671715866616,-220.48782115696656
