X_global,Y_global,Z_global
4049.151,0.0,-25.67
3981.3960442998014,0.0,209.37361175377868
3982.572012251508,78.10058461789697,205.2941499370109
3986.639511569944,163.96907201680818,191.18389452128127
3999.073479162357,248.84151566063056,148.0501543963254
4022.8280969967846,292.48177062303915,65.64479948266008
4049.151,294.15,-25.669999999999984
4075.62404104424,294.15,-117.50563204847701
4107.611341296961,290.4968075703615,-228.47036523964545
4134.687245267038,224.3635388066494,-322.39734364082443
4142.601283592303,109.62199979425925,-349.8513377037692
4142.601283592303,4.13173570948868e-14,-349.8513377037692
4142.601283592303,-109.62199979425915,-349.8513377037692
4134.687245267038,-224.3635388066495,-322.3973436408245
4107.611341296961,-290.49680757036145,-228.47036523964556
4075.62404104424,-294.15,-117.50563204847701
4049.151,-294.15,-25.670000000000055
4022.8280969967846,-292.48177062303915,65.64479948266002
3999.073479162357,-248.8415156606305,148.05015439632535
3986.639511569944,-163.96907201680824,191.18389452128122
3982.572012251508,-78.10058461789707,205.294149937011
