X_global,Y_global,Z_global
4137.633,0.0,-4.381
4092.4089175233285,0.0,245.02409395208468
4093.2278957256353,80.86663566671848,240.50753276819623
4096.04512019319,169.35119417609198,224.9708962122863
4104.769205389738,253.52285068753346,176.85866996173817
4120.6242056724295,293.3985300402239,89.42034908138015
4137.633,294.15,-4.3809999999999825
4154.685358274491,294.1499999999999,-98.42259873774846
4175.357309537478,291.0185694494912,-212.42579492371283
4193.028350689051,225.57699105060294,-309.8793514643653
4198.257882304816,110.40465617173533,-338.71955678258087
4198.257882304816,4.161234617638012e-14,-338.71955678258087
4198.257882304816,-110.40465617173525,-338.71955678258087
4193.028350689051,-225.57699105060297,-309.8793514643652
4175.357309537478,-291.0185694494912,-212.42579492371289
4154.685358274491,-294.1499999999999,-98.42259873774846
4137.633,-294.15,-4.3810000000000535
4120.6242056724295,-293.39853004022393,89.4203490813801
4104.769205389738,-253.5228506875335,176.85866996173812
4096.04512019319,-169.351194176092,224.97089621228628
4093.2278957256353,-80.86663566671858,240.50753276819623
