X_global,Y_global,Z_global
3235.68,0.0,-274.137
3171.5272310193504,0.0,-50.70320350412794
3172.3275782471183,74.58894218852662,-53.49068442594245
3175.214265618077,159.1862532831788,-63.54455316517874
3186.4772815742817,245.39360776573164,-102.77182979056388
3209.545601194131,291.45510315971035,-183.1150840778081
3235.68,294.15,-274.137
3262.0552755652525,294.14140029921657,-365.99785100935765
3288.103056682738,261.45472081803564,-456.71809142686493
3303.6838117288717,179.03151443952686,-510.9833602148718
3305.491551076678,82.19369683547896,-517.2794261832361
3305.491551076678,3.0979423194925113e-14,-517.2794261832362
3305.491551076678,-82.19369683547889,-517.2794261832362
3303.6838117288717,-179.03151443952692,-510.9833602148718
3288.103056682738,-261.45472081803564,-456.71809142686493
3262.0552755652525,-294.14140029921657,-365.99785100935765
3235.68,-294.15,-274.13700000000006
3209.545601194131,-291.45510315971035,-183.11508407780815
3186.4772815742817,-245.3936077657317,-102.77182979056391
3175.214265618077,-159.18625328317884,-63.54455316517877
3172.3275782471183,-74.58894218852669,-53.49068442594245
