X_global,Y_global,Z_global
814.82,0.0,-847.56
816.8546612432158,0.0,-686.7728731719262
816.8546612432158,52.24708715425309,-686.7728731719262
816.8545309716272,116.82055845015618,-686.7831677575705
816.6114158916964,194.86296824025152,-705.995100614204
815.8733398573067,256.204297983167,-764.320841739848
814.82,279.44000000002393,-847.56
813.7666601426941,256.2042979829869,-930.7991582600935
813.0285841083074,194.8629682398443,-989.1248993855
812.7854690283713,116.82055845024362,-1008.3368322425497
812.7853387567861,52.2470871542049,-1008.3471268279254
812.7853387567861,1.969232053027193e-14,-1008.3471268279254
812.7853387567861,-52.24708715420486,-1008.3471268279254
812.7854690283713,-116.82055845024365,-1008.3368322425497
813.0285841083074,-194.8629682398443,-989.1248993855
813.7666601426941,-256.2042979829869,-930.7991582600935
814.82,-279.44000000002393,-847.56
815.8733398573067,-256.204297983167,-764.320841739848
816.6114158916964,-194.86296824025158,-705.995100614204
816.8545309716272,-116.82055845015624,-686.7831677575705
816.8546612432158,-52.24708715425314,-686.7728731719262
