X_global,Y_global,Z_global
977.817,0.0,-845.565
968.4285075837266,0.0,-688.9661794099186
968.4285075837266,50.97340194507523,-688.9661794099186
968.4285075837266,113.97999179360825,-688.9661794099186
969.3754161638736,194.14875865172294,-704.7604901770674
972.7987208498472,258.07771112130274,-761.8607627847074
977.817,282.3800000000079,-845.565
982.8352791501587,258.07771112160833,-929.2692372153919
986.2585838361443,194.1487586521356,-986.369509823232
987.2054924162635,113.97999179348801,-1002.1638205899163
987.2054924162635,50.97340194502146,-1002.1638205899162
987.2054924162635,1.921225898502488e-14,-1002.1638205899166
987.2054924162635,-50.97340194502142,-1002.1638205899162
987.2054924162635,-113.97999179348804,-1002.1638205899162
986.2585838361443,-194.14875865213557,-986.369509823232
982.8352791501587,-258.07771112160833,-929.2692372153919
977.817,-282.3800000000079,-845.565
972.7987208498472,-258.0777111213028,-761.8607627847075
969.3754161638736,-194.14875865172297,-704.7604901770674
968.4285075837266,-113.9799917936083,-688.9661794099186
968.4285075837266,-50.97340194507528,-688.9661794099186
