X_global,Y_global,Z_global
91.665,0.0,-426.512
284.3480028853792,0.0,-321.1051819136567
278.53574533878384,69.20948409471188,-324.28476477623747
253.83390326597873,134.30026694657295,-337.79785381250616
211.36656245277106,187.79630114873316,-361.0295203356367
155.2380742752482,223.02083147962884,-391.73448784285915
91.66500000000002,235.31999999997265,-426.512
28.091925724766085,223.0208314795787,-461.289512157133
-28.03656245277422,187.79630114873814,-491.99447966436503
-70.50390326590731,134.30026694651386,-515.2261461874548
-95.2057453386867,69.20948409467593,-528.7392352237094
-101.01800288537918,2.6896917649677364e-14,-531.9188180863433
-95.20574533868673,-69.2094840946759,-528.7392352237094
-70.5039032659074,-134.30026694651394,-515.2261461874548
-28.03656245277429,-187.79630114873814,-491.9944796643651
28.091925724766057,-223.02083147957876,-461.28951215713306
91.66499999999996,-235.3199999999727,-426.512
155.23807427524815,-223.02083147962887,-391.7344878428592
211.36656245277106,-187.79630114873322,-361.0295203356367
253.83390326597873,-134.300266946573,-337.79785381250616
278.53574533878384,-69.20948409471195,-324.28476477623747
